;Talhao;Plantio;IdParcela;AreaParc;DataPlantio;DataColeta;Linha;Arvore;Fuste;Cap;Ht;Categoria1;CoordenadaX;CoordenadaY;DAP;lnHt;1/dap;Label;Hest
898;T-9A;P-9A;IFC_12_019;400;01/07/2010;26/09/2018;5;6;1;51.1;30.1;NORMAL;-5397705656;-2052039489;16.26563518;3.404525172;0.061479308;3.368696855;30.10
899;T-8;P-8;IFC_12_038;400;01/06/2010;26/09/2018;4;3;1;52.8;27.2;NORMAL;-5397284349;-2050995892;16.80676199;3.303216973;0.059499861;3.27614194;27.20
900;T-9A;P-9A;IFC_12_019;400;01/07/2010;26/09/2018;6;1;1;49.2;30.1;NORMAL;-5397705656;-2052039489;15.6608464;3.404525172;0.063853509;3.354140113;30.10
901;T-9A;P-9A;IFC_12_019;400;01/07/2010;26/09/2018;6;3;1;58.5;33;NORMAL;-5397705656;-2052039489;18.62112834;3.496507561;0.053702439;3.39836785;33.00
902;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;4;3;1;67.5;31.5;DOMINANTE;-5397779349;-2051774816;21.48591732;3.449987546;0.046542113;3.441091584;31.50
903;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;4;4;1;48.5;28.5;NORMAL;-5397779349;-2051774816;15.43802948;3.349904087;0.064775106;3.310000572;28.50
904;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;4;5;1;60.5;30.2;NORMAL;-5397779349;-2051774816;19.25774811;3.407841924;0.051927151;3.373111279;30.20
905;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;4;6;1;58.8;31.5;NORMAL;-5397779349;-2051774816;18.71662131;3.449987546;0.053428446;3.393309493;31.50
906;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;4;7;1;41.3;23.4;NORMAL;-5397779349;-2051774816;13.1461983;3.152736022;0.076067619;3.215123773;23.40
907;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;4;8;1;58.9;28.3;NORMAL;-5397779349;-2051774816;18.7484523;3.342861805;0.053337736;3.359505036;28.30
908;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;5;1;1;60.5;29.1;NORMAL;-5397779349;-2051774816;19.25774811;3.370738174;0.051927151;3.373111279;29.10
909;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;5;2;1;46.9;27.8;NORMAL;-5397779349;-2051774816;14.92873366;3.325036021;0.066984918;3.331275955;27.80
910;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;5;3;1;56.8;29.5;NORMAL;-5397779349;-2051774816;18.08000154;3.384390263;0.05530973;3.365718684;29.50
911;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;5;4;1;45.9;26.5;NORMAL;-5397779349;-2051774816;14.61042378;3.277144733;0.068444284;3.31423143;26.50
913;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;5;5;1;53.8;29.8;NORMAL;-5397779349;-2051774816;17.12507188;3.394508394;0.058393915;3.381359953;29.80
914;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;5;7;1;50.6;27.2;NORMAL;-5397779349;-2051774816;16.10648024;3.303216973;0.062086811;3.340285023;27.20
915;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;5;8;1;45.5;27.3;NORMAL;-5397779349;-2051774816;14.48309982;3.306886702;0.069045992;3.295880196;27.30
916;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;6;1;1;56.7;;NORMAL;-5397779349;-2051774816;18.04817055;;0.055407278;3.366352479;28.97
917;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;6;2;1;59.8;;NORMAL;-5397779349;-2051774816;19.03493119;;0.052534994;3.361772876;28.84
918;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;6;3;1;52.6;;NORMAL;-5397779349;-2051774816;16.74310001;;0.059726096;3.351990772;28.56
919;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;6;4;1;59.9;;NORMAL;-5397779349;-2051774816;19.06676218;;0.05244729;3.361285567;28.83
921;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;6;6;1;64.8;32;DOMINANTE;-5397779349;-2051774816;20.62648062;3.465735903;0.048481368;3.441091584;32.00
922;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;6;7;1;50.7;;NORMAL;-5397779349;-2051774816;16.13831123;;0.061964352;3.340203938;28.22
923;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;7;1;1;42.9;;NORMAL;-5397779349;-2051774816;13.65549412;;0.073230598;3.274060511;26.42
924;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;5;6;1;53.8;29.7;NORMAL;-5397779349;-2051774816;17.12507188;3.391147046;0.058393915;3.381359953;29.70
925;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;4;1;1;54.7;29.9;NORMAL;-5397779349;-2051774816;17.41155077;3.39785848;0.057433138;3.381559654;29.90
927;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;3;6;1;56.7;;NORMAL;-5397779349;-2051774816;18.04817055;;0.055407278;3.366352479;28.97
928;T-9A;P-9A;IFC_12_019;400;01/07/2010;26/09/2018;6;4;1;57.5;;NORMAL;-5397705656;-2052039489;18.30281846;;0.054636394;3.369829575;29.07
929;T-9A;P-9A;IFC_12_019;400;01/07/2010;26/09/2018;6;5;1;56.6;;NORMAL;-5397705656;-2052039489;18.01633956;;0.055505171;3.368862855;29.05
930;T-9A;P-9A;IFC_12_019;400;01/07/2010;26/09/2018;6;6;1;52.3;;NORMAL;-5397705656;-2052039489;16.64760705;;0.060068693;3.351351332;28.54
931;T-9A;P-9A;IFC_12_019;400;01/07/2010;26/09/2018;7;1;1;58.9;;NORMAL;-5397705656;-2052039489;18.7484523;;0.053337736;3.361054109;28.82
932;T-9A;P-9A;IFC_12_019;400;01/07/2010;26/09/2018;7;2;1;44.9;;NORMAL;-5397705656;-2052039489;14.29211389;;0.069968656;3.285862878;26.73
934;T-9A;P-9A;IFC_12_019;400;01/07/2010;26/09/2018;7;4;1;64.1;33.6;DOMINANTE;-5397705656;-2052039489;20.4036637;3.514526067;0.049010806;3.440299366;33.60
935;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;1;1;1;68.5;32.3;DOMINANTE;-5397779349;-2051774816;21.8042272;3.47506723;0.045862666;3.441091584;32.30
936;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;1;2;1;47.1;;NORMAL;-5397779349;-2051774816;14.99239564;;0.066700481;3.33217869;28.00
937;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;1;3;1;51.9;;NORMAL;-5397779349;-2051774816;16.52028309;;0.06053165;3.350873007;28.53
938;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;1;4;1;53.9;;NORMAL;-5397779349;-2051774816;17.15690287;;0.058285578;3.38202133;29.43
939;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;1;5;1;48.9;;NORMAL;-5397779349;-2051774816;15.56535343;;0.064245249;3.323011649;27.74
940;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;2;1;1;63.3;32.8;DOMINANTE;-5397779349;-2051774816;20.1490158;3.490428515;0.049630216;3.44193855;32.80
941;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;2;2;1;38.9;;NORMAL;-5397779349;-2051774816;12.38225457;;0.080760737;3.170202794;23.81
942;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;2;3;1;62.1;;NORMAL;-5397779349;-2051774816;19.76704393;;0.050589254;3.41836402;30.52
943;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;2;4;1;48.5;;NORMAL;-5397779349;-2051774816;15.43802948;;0.064775106;3.310000572;27.39
944;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;2;5;1;55.1;;NORMAL;-5397779349;-2051774816;17.53887473;;0.057016201;3.37211936;29.14
945;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;2;6;1;54.8;;NORMAL;-5397779349;-2051774816;17.44338176;;0.057328333;3.380292423;29.38
946;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;3;1;1;51.7;;NORMAL;-5397779349;-2051774816;16.45662112;;0.060765815;3.354142552;28.62
947;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;3;2;1;56.7;;NORMAL;-5397779349;-2051774816;18.04817055;;0.055407278;3.366352479;28.97
948;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;3;3;1;53.8;;NORMAL;-5397779349;-2051774816;17.12507188;;0.058393915;3.381359953;29.41
949;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;3;4;1;59.7;;NORMAL;-5397779349;-2051774816;19.00310021;;0.052622993;3.36191771;28.84
950;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;3;5;1;47.8;;NORMAL;-5397779349;-2051774816;15.21521256;;0.065723696;3.313989258;27.49
951;T-9A;P-9A;IFC_12_019;400;01/07/2010;26/09/2018;6;2;1;56.1;29.7;NORMAL;-5397705656;-2052039489;17.85718461;3.391147046;0.055999869;3.376582917;29.70
952;T-9A;P-9A;IFC_12_011;400;01/07/2010;26/09/2018;7;2;1;50.5;;NORMAL;-5397779349;-2051774816;16.07464925;;0.062209756;3.340285023;28.23
953;T-8;P-8;IFC_12_038;400;01/06/2010;26/09/2018;4;2;1;56.3;27.5;NORMAL;-5397284349;-2050995892;17.92084659;3.314186005;0.055800935;3.293877666;27.50
954;T-8;P-8;IFC_12_038;400;01/06/2010;26/09/2018;3;7;1;48.1;;NORMAL;-5397284349;-2050995892;15.31070553;;0.065313777;3.217608954;24.97
955;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;5;1;1;50.9;28.7;NORMAL;-5397811167;-2051986305;16.20197321;3.356897123;0.061720877;3.36890475;28.70
956;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;5;2;1;47.5;27.2;NORMAL;-5397811167;-2051986305;15.11971959;3.303216973;0.066138793;3.310788475;27.20
957;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;5;3;1;52.8;29.9;NORMAL;-5397811167;-2051986305;16.80676199;3.39785848;0.059499861;3.352022622;29.90
958;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;5;4;1;45.6;25.5;NORMAL;-5397811167;-2051986305;14.51493081;3.238678452;0.068894576;3.285999312;25.50
959;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;5;5;1;54.9;29.8;NORMAL;-5397811167;-2051986305;17.47521275;3.394508394;0.05722391;3.37444154;29.80
960;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;5;6;1;49.8;30.9;NORMAL;-5397811167;-2051986305;15.85183233;3.430756184;0.06308419;3.371854515;30.90
961;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;5;7;1;46.9;26.9;NORMAL;-5397811167;-2051986305;14.92873366;3.292126287;0.066984918;3.324351387;26.90
962;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;5;8;1;46.6;;NORMAL;-5397811167;-2051986305;14.8332407;;0.067416151;3.325735492;27.82
963;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;6;1;1;51.9;;NORMAL;-5397811167;-2051986305;16.52028309;;0.06053165;3.350633083;28.52
964;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;6;2;1;42.8;;NORMAL;-5397811167;-2051986305;13.62366313;;0.073401698;3.272319994;26.37
965;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;4;8;1;51.7;30.9;NORMAL;-5397811167;-2051986305;16.45662112;3.430756184;0.060765815;3.362830866;30.90
966;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;6;3;1;43.9;;NORMAL;-5397811167;-2051986305;13.973804;;0.071562475;3.283487085;26.67
967;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;6;5;1;52.7;;NORMAL;-5397811167;-2051986305;16.774931;;0.059612764;3.352022622;28.56
968;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;6;6;1;44.9;;NORMAL;-5397811167;-2051986305;14.29211389;;0.069968656;3.286342706;26.74
969;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;7;1;1;54.5;;NORMAL;-5397811167;-2051986305;17.3478888;;0.057643902;3.385250835;29.53
971;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;7;3;1;61.9;32.5;DOMINANTE;-5397811167;-2051986305;19.70338195;3.481240089;0.050752708;3.424019739;32.50
972;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;7;4;1;47.9;;NORMAL;-5397811167;-2051986305;15.24704355;;0.065586485;3.30931189;27.37
973;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;1;1;1;54.2;28.9;DOMINANTE;-5397893075;-2050804603;17.25239583;3.363841595;0.057962964;3.336957641;28.90
974;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;1;2;1;46.3;;TORTUOSA;-5397893075;-2050804603;14.73774773;;0.067852973;3.211041256;24.80
975;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;1;3;1;33.2;;TORTUOSA;-5397893075;-2050804603;10.56788822;;0.094626285;3.024632909;20.59
976;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;1;4;1;47.1;;NORMAL;-5397893075;-2050804603;14.99239564;;0.066700481;3.231126029;25.31
977;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;6;4;1;58.5;28.5;DOMINANTE;-5397811167;-2051986305;18.62112834;3.349904087;0.053702439;3.382803193;28.50
978;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;4;7;1;59.5;29;DOMINANTE;-5397811167;-2051986305;18.93943823;3.36729583;0.052799877;3.360854975;29.00
979;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;4;6;1;51.8;28.7;NORMAL;-5397811167;-2051986305;16.4884521;3.356897123;0.060648507;3.349808444;28.70
980;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;4;5;1;61;30;DOMINANTE;-5397811167;-2051986305;19.41690306;3.401197382;0.051501519;3.383040803;30.00
981;T-8;P-8;IFC_12_035;400;01/06/2010;26/09/2018;7;4;1;51;;NORMAL;-5397544724;-2050860876;16.2338042;;0.061599856;3.291662967;26.89
982;T-8;P-8;IFC_12_035;400;01/06/2010;26/09/2018;7;5;1;51.8;;NORMAL;-5397544724;-2050860876;16.4884521;;0.060648507;3.290966755;26.87
983;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;1;1;1;56.9;;NORMAL;-5397811167;-2051986305;18.11183252;;0.055212525;3.363094225;28.88
984;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;1;2;1;55.5;;NORMAL;-5397811167;-2051986305;17.66619868;;0.056605273;3.372941192;29.16
985;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;1;3;1;51.3;;NORMAL;-5397811167;-2051986305;16.32929716;;0.061239623;3.369117703;29.05
986;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;1;4;1;51.1;;NORMAL;-5397811167;-2051986305;16.26563518;;0.061479308;3.370413915;29.09
987;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;2;1;1;47.9;;NORMAL;-5397811167;-2051986305;15.24704355;;0.065586485;3.30931189;27.37
988;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;2;2;1;51.5;;NORMAL;-5397811167;-2051986305;16.39295914;;0.061001799;3.356840453;28.70
989;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;2;3;1;49.6;;NORMAL;-5397811167;-2051986305;15.78817035;;0.063338562;3.349435881;28.49
990;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;2;4;1;44.1;;NORMAL;-5397811167;-2051986305;14.03746598;;0.071237929;3.283287133;26.66
991;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;2;5;1;42.5;;NORMAL;-5397811167;-2051986305;13.52817016;;0.073919827;3.271366776;26.35
992;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;2;6;1;37.6;;TORTUOSA;-5397811167;-2051986305;11.96845172;;0.083552996;3.170496923;23.82
993;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;3;1;1;48.9;;NORMAL;-5397811167;-2051986305;15.56535343;;0.064245249;3.348453706;28.46
994;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;3;2;1;51.3;;NORMAL;-5397811167;-2051986305;16.32929716;;0.061239623;3.369117703;29.05
995;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;3;3;1;56.9;;NORMAL;-5397811167;-2051986305;18.11183252;;0.055212525;3.363094225;28.88
996;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;3;4;1;49.5;;NORMAL;-5397811167;-2051986305;15.75633937;;0.063466518;3.347528342;28.43
997;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;3;5;1;53.7;;NORMAL;-5397811167;-2051986305;17.09324089;;0.058502656;3.378857814;29.34
998;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;3;6;1;51.1;;NORMAL;-5397811167;-2051986305;16.26563518;;0.061479308;3.370413915;29.09
999;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;3;7;1;55.9;;NORMAL;-5397811167;-2051986305;17.79352264;;0.056200226;3.374868709;29.22
1000;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;4;1;1;50.3;29.6;NORMAL;-5397811167;-2051986305;16.01098728;3.387774361;0.06245711;3.372555506;29.60
1001;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;4;2;1;49.6;27.6;NORMAL;-5397811167;-2051986305;15.78817035;3.317815773;0.063338562;3.349435881;27.60
1002;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;4;3;1;41.5;25.6;NORMAL;-5397811167;-2051986305;13.20986028;3.242592351;0.075701028;3.218340112;25.60
1003;T-9A;P-9A;IFC_12_036;400;01/07/2010;26/09/2018;4;4;1;52.9;27.1;NORMAL;-5397811167;-2051986305;16.83859298;3.299533728;0.059387385;3.351604943;27.10
1004;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;2;1;1;52.1;;NORMAL;-5397893075;-2050804603;16.58394507;;0.060299283;3.27218927;26.37
1005;T-8;P-8;IFC_12_038;400;01/06/2010;26/09/2018;4;1;1;47.2;24.7;NORMAL;-5397284349;-2050995892;15.02422663;3.206803244;0.066559166;3.216154183;24.70
1006;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;2;2;1;45.3;;NORMAL;-5397893075;-2050804603;14.41943784;;0.069350831;3.180422029;24.06
1007;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;2;4;1;52.5;;NORMAL;-5397893075;-2050804603;16.71126902;;0.05983986;3.271123591;26.34
1008;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;6;5;1;52.1;;NORMAL;-5397893075;-2050804603;16.58394507;;0.060299283;3.27218927;26.37
1009;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;6;6;1;49.3;;NORMAL;-5397893075;-2050804603;15.69267739;;0.063723989;3.246579523;25.70
1010;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;7;1;1;45.5;;NORMAL;-5397893075;-2050804603;14.48309982;;0.069045992;3.179064328;24.02
1011;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;7;2;1;49.7;;NORMAL;-5397893075;-2050804603;15.82000134;;0.06321112;3.238862502;25.50
1012;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;7;3;1;47.2;;NORMAL;-5397893075;-2050804603;15.02422663;;0.066559166;3.231126029;25.31
1013;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;7;4;1;44.9;;NORMAL;-5397893075;-2050804603;14.29211389;;0.069968656;3.180279101;24.05
1014;T-8;P-8;IFC_12_038;400;01/06/2010;26/09/2018;1;1;1;50.3;;NORMAL;-5397284349;-2050995892;16.01098728;;0.06245711;3.288040673;26.79
1015;T-8;P-8;IFC_12_038;400;01/06/2010;26/09/2018;1;2;1;54.7;;NORMAL;-5397284349;-2050995892;17.41155077;;0.057433138;3.286310193;26.74
1016;T-8;P-8;IFC_12_038;400;01/06/2010;26/09/2018;1;3;1;54.3;;NORMAL;-5397284349;-2050995892;17.28422682;;0.057856218;3.28760273;26.78
1017;T-8;P-8;IFC_12_038;400;01/06/2010;26/09/2018;1;4;1;56.5;;NORMAL;-5397284349;-2050995892;17.98450857;;0.05560341;3.293251321;26.93
1018;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;6;4;1;50.3;;NORMAL;-5397893075;-2050804603;16.01098728;;0.06245711;3.240225518;25.54
1019;T-8;P-8;IFC_12_038;400;01/06/2010;26/09/2018;2;1;1;46.7;;NORMAL;-5397284349;-2050995892;14.86507168;;0.067271791;3.214838268;24.90
1020;T-8;P-8;IFC_12_038;400;01/06/2010;26/09/2018;2;3;1;51.7;;NORMAL;-5397284349;-2050995892;16.45662112;;0.060765815;3.276645786;26.49
1021;T-8;P-8;IFC_12_038;400;01/06/2010;26/09/2018;2;4;1;51;;NORMAL;-5397284349;-2050995892;16.2338042;;0.061599856;3.279371997;26.56
1022;T-8;P-8;IFC_12_038;400;01/06/2010;26/09/2018;2;5;1;52.2;;NORMAL;-5397284349;-2050995892;16.61577606;;0.060183767;3.281209917;26.61
1023;T-8;P-8;IFC_12_038;400;01/06/2010;26/09/2018;2;6;1;54.1;;NORMAL;-5397284349;-2050995892;17.22056484;;0.058070105;3.284942148;26.71
1024;T-8;P-8;IFC_12_038;400;01/06/2010;26/09/2018;3;1;1;46.4;;NORMAL;-5397284349;-2050995892;14.76957872;;0.067706738;3.206303659;24.69
1025;T-8;P-8;IFC_12_038;400;01/06/2010;26/09/2018;3;2;1;49.9;;NORMAL;-5397284349;-2050995892;15.88366332;;0.062957769;3.266698043;26.22
1026;T-8;P-8;IFC_12_038;400;01/06/2010;26/09/2018;3;3;1;40.3;;NORMAL;-5397284349;-2050995892;12.82788841;;0.077955153;3.162267345;23.62
1027;T-8;P-8;IFC_12_038;400;01/06/2010;26/09/2018;3;4;1;58.2;28.1;DOMINANTE;-5397284349;-2050995892;18.52563538;3.335769576;0.053979255;3.321251402;28.10
1028;T-8;P-8;IFC_12_038;400;01/06/2010;26/09/2018;3;5;1;41.9;;NORMAL;-5397284349;-2050995892;13.33718423;;0.074978345;3.177801042;23.99
1029;T-8;P-8;IFC_12_038;400;01/06/2010;26/09/2018;3;6;1;50.4;;NORMAL;-5397284349;-2050995892;16.04281826;;0.062333188;3.287295671;26.77
1030;T-8;P-8;IFC_12_038;400;01/06/2010;26/09/2018;2;2;1;50.4;;NORMAL;-5397284349;-2050995892;16.04281826;;0.062333188;3.287295671;26.77
1031;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;6;3;1;44.9;;NORMAL;-5397893075;-2050804603;14.29211389;;0.069968656;3.180279101;24.05
1032;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;6;2;1;44.7;;NORMAL;-5397893075;-2050804603;14.22845191;;0.070281715;3.179706954;24.04
1033;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;6;1;1;50.5;23.6;NORMAL;-5397893075;-2050804603;16.07464925;3.161246712;0.062209756;3.238216525;23.60
1034;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;2;5;1;56.8;28.9;DOMINANTE;-5397893075;-2050804603;18.08000154;3.363841595;0.05530973;3.344898029;28.90
1035;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;2;6;1;52.7;;NORMAL;-5397893075;-2050804603;16.774931;;0.059612764;3.271123591;26.34
1036;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;2;7;1;45.5;;NORMAL;-5397893075;-2050804603;14.48309982;;0.069045992;3.179064328;24.02
1037;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;3;1;1;51.1;;NORMAL;-5397893075;-2050804603;16.26563518;;0.061479308;3.27034556;26.32
1038;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;3;2;1;52.7;;NORMAL;-5397893075;-2050804603;16.774931;;0.059612764;3.271123591;26.34
1039;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;3;3;1;51.6;;NORMAL;-5397893075;-2050804603;16.42479013;;0.060883579;3.270963088;26.34
1040;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;3;4;1;37.9;;NORMAL;-5397893075;-2050804603;12.06394469;;0.082891627;3.135126372;22.99
1041;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;3;5;1;54.1;28.8;DOMINANTE;-5397893075;-2050804603;17.22056484;3.360375387;0.058070105;3.337801301;28.80
1042;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;3;6;1;53.9;;TORTUOSA;-5397893075;-2050804603;17.15690287;;0.058285578;3.323943629;27.77
1043;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;3;7;1;48.5;;NORMAL;-5397893075;-2050804603;15.43802948;;0.064775106;3.250486678;25.80
1044;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;4;1;1;45.8;21.9;NORMAL;-5397893075;-2050804603;14.57859279;3.086486637;0.068593726;3.177849004;21.90
1045;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;4;2;1;51.5;26;NORMAL;-5397893075;-2050804603;16.39295914;3.258096538;0.061001799;3.271261591;26.00
1046;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;4;3;1;51.4;26;NORMAL;-5397893075;-2050804603;16.36112815;3.258096538;0.06112048;3.271129133;26.00
1047;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;4;4;1;47.5;23.8;NORMAL;-5397893075;-2050804603;15.11971959;3.169685581;0.066138793;3.230923578;23.80
1048;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;4;5;1;48.6;25.4;NORMAL;-5397893075;-2050804603;15.46986047;3.234749174;0.064641824;3.250566834;25.40
1049;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;4;6;1;45.8;23.6;NORMAL;-5397893075;-2050804603;14.57859279;3.161246712;0.068593726;3.177849004;23.60
1050;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;5;1;1;49.3;26.5;NORMAL;-5397893075;-2050804603;15.69267739;3.277144733;0.063723989;3.246579523;26.50
1051;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;5;2;1;50.7;25.8;NORMAL;-5397893075;-2050804603;16.13831123;3.250374492;0.061964352;3.241692373;25.80
1052;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;5;3;1;49.5;23.8;NORMAL;-5397893075;-2050804603;15.75633937;3.169685581;0.063466518;3.235237019;23.80
1053;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;5;4;1;43.5;22.6;NORMAL;-5397893075;-2050804603;13.84648005;3.117949906;0.072220521;3.180313535;22.60
1054;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;5;5;1;53.6;26.2;DOMINANTE;-5397893075;-2050804603;17.0614099;3.265759411;0.058611803;3.289691541;26.20
1055;T-8;P-8;IFC_12_037;400;01/06/2010;26/09/2018;5;6;1;47.2;25.1;NORMAL;-5397893075;-2050804603;15.02422663;3.222867846;0.066559166;3.231126029;25.10
